file,text
handmade_html_dataset/matemática/adição/example28.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2º ano fundamental
assunto: 
tematica: sorvete
largura-folha: 600px
layout: única imagem
[/INST]

Essa questão pratica os principios da adição e contagem.
A questão consiste de uma imagem de uma criança com um sorvete em bolas
contendo 9 bolas em pilha, sendo 4 de morango  e 5 de menta. 
O aluno terá que contar quantas bolas de morango estão presentes, sendo 4.
Terá que contar também quantas bolas de menta estão presentes, sendo 5.
E também escrever a soma de todas sendo 4 + 5 = 9

<html>
  <head></head>
  <body>
    <div
      style=""width: 600px; border: solid 1px""
      exp=""div contendo a largura da folha, que nesse caso é 600px""
    >
      <div class=""questao"" style=""width: 600px"">
        <p
          exp=""Descrição da questão, contendo a explicação do que o aluno terá que fazer para responder corretamenta a questão""
        >
          Observe a imagem de Vinicius e seu sorvete e responda as questões:
        </p>

        <div
          style=""display: flex; justify-content: center""
          exp=""div utilizada para centralizar a imagem na questão""
        >
          <img
            src=""""
            alt=""Imagem colorida no estilo de desenho infantil de uma criança com um sorvete de bolinhas em forma de pilha, contendo 9 bolas, sendo 4 de morango e 5 de menta""
            style=""width: 400px; height: 400px""
            exp=""Imagem que o aluno terá que contar as bolas de morango e de menta""
          />
        </div>

        <p exp=""questão que pede que o aluno conte quantas bolas de morango estão presentes"">A) Quantas bolas de morango estão presentes?</p>
        <p exp=""questão que pede que o aluno conte quantas bolas de menta estão presentes"">B) Quantas bolas de menta estão presentes?</p>
        <p exp=""questão que pede pela soma de bolas de sorvete de morango e de menta"">C) Quantas bolas tem ao todo? Some a quantidade de bolas de morango e de menta.</p>
      </div>
    </div>
  </body>
</html>
</s>"
handmade_html_dataset/matemática/adição/example23.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2º ano fundamental
assunto: contagem, adição
tematica: bolhas de sabão
largura-folha: 600px
layout: única imagem
[/INST]

Essa questão pratica os conceitos de adição e contagem.
A questão consiste de uma images de uma imagem de uma criança
soprando bolinhas de sabão. Na imagem tem 7 bolhas grandes e 5 bolhas
pequenas. A tarefa do aluno é:
A) contar quantas bolhas pequenas estão presentes? sendo 5
B) contar quantas bolhas brandes estão presentes? sendo 7
C) Somar a quantidade de bolhas pequenas e bolhas grandes? sendo 5 + 7 = 12

<html>
  <head></head>
  <body>
    <div
      style=""width: 600px; border: solid 1px""
      exp=""div contendo a largura da folha, que nesse caso é 600px""
    >
      <div class=""questao"" style=""width: 600px"">
        <p
          exp=""Descrição da questão, contendo a explicação do que o aluno terá que fazer para responder corretamenta a questão""
        >
          Observe a imagem de uma criança soprando bolhas de sabão e responda as perguntas:
        </p>
      </div>

      <div
          style=""display: flex; justify-content: center""
          exp=""div utilizada para centralizar a imagem na questão""
        >
          <img
            src=""""
            alt=""Imagem no estilo de desenho de pintar infantil de uma criança soprando bolhas de sabão, sendo 5 bolhas pequenas e 7 bolhas grandes""
            style=""width: 500px; height: 300px""
            exp=""Imagem que o aluno terá que contar a quantidade de bolhas pequenas e bolhas grandes""
          />
      </div>

      <p exp=""questão que pede para o aluno contar quantas bolhas pequenas estão presentes"">A) Quantas bolhas pequenas estão presentes na imagem?</p>
      <p exp=""questão que pede para o aluno contar quantas bolhas grandes estão presentes"">B) Quantas bolhas grandes estão presentes na imagem?</p>
      <p exp=""questão que pergunta qual a soma de bolhas pequenas e bolhas grandes"">C) Qual a soma de bolhas pequenas e bolhas grandes?</p>
    </div>
  </body>
</html>
</s>"
handmade_html_dataset/matemática/adição/example3.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2º ano fundamental 
assunto: adição 
tematica: frutas 
largura-folha: 600px
layout: única imagem
[/INST]

Essa questão exercita os princípio da adição. A questão consiste de uma imagem
com vários itens, sendo 4 abacaxis, 3 maçãs, e 2 carrinhos. Ela pede que o aluno
some todas as frutas presentes. Para resolve-la, o aluno terá que contar quantas
frutas estão presentes na imagem. Ele deverá ignorar os carrinhos, pois não são
frutas. Na imagem estão presentes 4 abacaxis e 3 maçãs. Ele deverá soma-las, sendo
4 + 3, resultado em 7.

<html>
  <head></head>
  <body>
    <div
      style=""width: 600px; border: solid 1px""
      exp=""div contendo a largura da página, que nesse caso é 600px""
    >
      <div class=""questao"">
        <p
          exp=""Descrição da questão. Contém a explicação da questão o aluno terá que responder""
        >
          Faça a soma das frutas abaixo:
        </p>
        <div
          style=""display: flex; justify-content: center""
          exp=""div utilizada para centralizar a imagem na questão""
        >
          <img
            src=""""
            alt=""imagem contendo 4 abacaxis, 3 maçãs e 2 carrinhos em forma de desenho""
            style=""width: 500px; height: 200px""
            exp=""imagem que o aluno terá que identificar as frutas, fazer a contagem da quantidade de abacaxis, e também de maçãs, e ao final somá-las""
          />
        </div>
      </div>
    </div>
  </body>
</html>
</s>"
handmade_html_dataset/matemática/adição/example30.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2 ano fundamental 
assunto: adição, contagem 
tematica: brinquedos
largura-folha: 600px 
layout: várias imagens, ligar imagens
[/INST]

Nessa questão serão trabalhados os princípios da adição e
contagem. Essa questão consiste de 4 imagens, a primeira consiste dee uma criança
no estilo de desenho de pintar infantil com 3 bolinhas de gude
na mão; também estão presentes 3 imagens de bolinhas de gude contendo 
3 bolinhas na primera, 4 na segunda e 2 na terceira. 
O objetivo da questão é o aluno ligar a imagem da criança
com a imagem que tem mais bolinhas de gude, e em seguida efetuar
a soma das bolinhas que ele já tem com as bolinhas da segunda imagem,
sendo a resposta correta 3 + 4 = 7.

<html>
  <head></head>
  <style>
    .container {
      display: grid;
      grid-template-columns: 300px 300px;
      grid-template-rows: 200px 200px 200px;
      grid-template-areas:
        ""vazio1 bolinhas1""
        ""crianca bolinhas2""
        ""vazio2 bolinhas3"";
    }

    .crianca {
      grid-area: crianca;
      width: 250px;
      height: 300px;
      border: 1px solid;
    }

    .bolinhas {
      margin-left: 100px;
    }

    .bolinhas1 {
      grid-area: bolinhas1;
      width: 120px;
      height: 120px;
      border: 1px solid;
    }

    .bolinhas2 {
      grid-area: bolinhas2;
      width: 120px;
      height: 120px;
      border: 1px solid;
    }

    .bolinhas3 {
      grid-area: bolinhas3;
      width: 120px;
      height: 120px;
      border: 1px solid;
    }
  </style>
  <body>
    <div
      style=""width: 600px; border: solid 1px""
      exp=""div contendo a largura da folha, que nesse caso é 600px""
    >
      <div class=""questao"" style=""width: 600px"">
        <p
          exp=""Descrição da questão, contendo a explicação do que o aluno terá que fazer para responder corretamenta a questão""
        >
          Observe as imagens abaixo. Manoel tem 3 bolinhas de gude e está a procura de mais.
          Ligue Manoel com a imagem que tem mais bolinhas de gude, em seguida escreva a soma 
          das bolinhas que Manoel já tem com as bolinhas que ele conseguiu.
        </p>

        <div class=""container"">
          <div class=""vazio1""></div>

          <div class=""crianca"" exp=""div que será utilizada para ajustar a imagem do crianca para ficar no centro a esquerda"">
            <img
              src=""""
              alt=""Imagem, no estilo de desenho de pintar, de uma criança com 3 bolinhas de gude na mão""
              exp=""Imagem na qual o aluno terá que ligar com a imagem com mais bolinhas de gude e efetuar a soma""
            />
          </div>

          <div class=""bolinhas1 bolinhas"" exp=""div que será usada para ajustar a imagem1 das bolinhas no canto superor direito"">
            <img
              src=""""
              alt=""imagem no estilo de desenho de pintar contendo 3 bolinhas de gude""
              exp=""imagem na qual o aluno terá que contar a quantidade de bolinhas e tentar identificar se tem a maior quantidade de bolinhas. Essa imagem tem 3 bolinhas, a que tem a maior quantidade é a segunda, que tem 4 bolinhas""
            />
          </div>

          <div class=""bolinhas2 bolinhas"" exp=""div que será utilizada para a imagem2 das bolinhas ficar ajustada no centro a direita"">
            <img
              src=""""
              alt=""imagem no estilo de desenho de pintar contendo 4 bolinhas de gude""
              exp=""imagem na qual o aluno terá que contar a quantidade de bolinhas e tentar identificar se nessa imagem tem a maior quantidade de bolinhas. Essa é a imagem com mais bolinhas""
            />
          </div>

          <div class=""bolinhas3 bolinhas"" exp=""div quer será utilizada para a imagem3 ficar ajustada no canto inferior direito da imagem"">
            <img
              src=""""
              alt=""imagem no estilo de desenho de pintar contendo 2 bolinhas de gude""
              exp=""imagem na qual o aluno terá que contar a quantidade de bolinhas e tentar identificar se tem a maior quantidade de bolinhas. Essa imagem tem 2 bolinhas, a que tem a maior quantidade é a segunda, que tem 4 bolinhas""
            />
          </div>
        </div>
      </div>
    </div>
  </body>
</html>
</s>"
handmade_html_dataset/matemática/adição/example9.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2º ano fundamental 
assunto: adição 
tematica: animais 
largura-folha: 800px
layout: duas imagens
[/INST]

Nessa questão serão trabalhados os princípio da adição e contagem. A questão
consiste de duas imagens, uma contendo 4 leões, e outra contendo 3 zebras, é
pedido para que o aluno conte quantos leões estão presentes na imagem, e
escrever o resultado na caixa apropriada, bem como para as zebras. Ao final ele
terá que somar a quantidade de zebras e leões. O aluno terá que contar a
quantidade de leões presentes na imagem, sendo 4, e também a quantidade de
zebras, sendo 3. Escrever o resultado da contagem nas caixas abaixo das imagens.
E, ao final, o aluno deverá somar 4 com 3, resultando em 7, e também escrever a
soma na caixa.

<html>
  <head></head>
  <style>
    .container {
      display: grid;
      grid-template-columns: 100px 100px 100px 100px;
      grid-template-rows: 100px 100px;
      grid-template-areas:
        ""leoes vazio1 zebras vazio2 vazio3""
        ""caixa1 mais caixa2 igual caixa3"";
    }

    .leoes {
      grid-area: leoes;
      width: 100px;
      height: 100px;
    }

    .zebras {
      grid-area: zebras;
      width: 100px;
      height: 100px;
    }

    .animais {
      width: 100px;
      height: 100px;
    }

    .caixa {
      width: 90px;
      height: 90px;
      border: 1px solid;
      margin: 10px;
    }

    .caixa1 {
      grid-area: caixa1;
    }

    .caixa2 {
      grid-area: caixa2;
    }

    .caixa3 {
      grid-area: caixa3;
    }

    .mais {
      grid-area: mais;
      display: flex;
      justify-content: center;
    }

    .mais img {
      margin-top: 10px;
      width: 50px;
      height: 50px;
    }

    img {
      margin-left: 10px;
    }

    .igual {
      margin-left: 10px;
      grid-area: igual;
    }

    .igual img {
      margin-top: 10px;
      width: 50px;
      height: 50px;
    }
  </style>
  <body>
    <div
      style=""width: 800px; border: solid 1px""
      exp=""div contendo a largura da folha, que nesse caso é 800px""
    >
      <div class=""questao"" style=""width: 800px"">
        <p
          exp=""Descrição da questão, contendo a explicação do que o aluno terá que fazer para responder corretamenta a questão""
        >
          Observe as imagens, conte a quantidade de leões e zebras e escreva nas
          caixas abaixo. Depois some a quantidade de ambos e escreva na terceira
          caixa.
        </p>

        <div class=""container"">
          <div class=""leoes"">
            <img
              class=""animais""
              id = ""img_leoes""
              src=""""
              alt=""imagem em estilo de desenho de pintar de 4 leões""
              exp=""imagem em que o aluno terá que contar a quantidade de leões""
            />
          </div>

          <div class=""zebras"">
            <img
              class=""animais""
              src=""""
              id = ""img_zebras""
              alt=""imagem em estilo de desenho de pintar de 3 zebras""
              exp=""imagem em que o aluno terá que contar a quantidade de zebras""
            />
          </div>

          <div
            class=""caixa caixa1""
            exp=""caixa vazia na qual o aluno terá que escrever a quantidade de leões representadas na imagem com id img_leoes""
          ></div>

          <div class=""mais"">
            <img
              src=""""
              alt=""imagem de um sinal de mais""
              exp=""imagem que sinalizará uma soma""
            />
          </div>

          <div
            class=""caixa caixa2""
            exp=""caixa vazia na qual o aluno terá que escrever a quantidade de zebras representadas na imagem com id img_zebras""
          ></div>

          <div class=""igual"">
            <img
              src=""""
              alt=""imagem de um sinal de igual""
              exp=""imagem que sinalizará a igualdade da soma""
            />
          </div>

          <div
            class=""caixa caixa3""
            exp=""caixa vazia na qual o aluno terá que escrever o resultado da soma da quantidade de leões e zebras""
          ></div>
        </div>
      </div>
    </div>
  </body>
</html>
</s>"
handmade_html_dataset/matemática/adição/example13.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2 ano fundamental 
assunto: adição, contagem 
tematica: números
largura-folha: 600px 
layout: equações, colunas
[/INST]

Nessa questão será praticado o princípio da adição. A questão consiste de
uma equação de soma, sendo 23 + 9, que o aluno deverá resolver, e procurar o
resultado correto nas opções fornecidas pela questão, sendo elas, 31, 32 e 33.
As opções são organizadas em duas colunas, sendo a primeira com a equação, e a
segunda com as opções. O aluno deverá resolver 23 + 9 = 32, sendo 32, ele deve
ligar com a opção 32.

<html>
  <head></head>
  <style>
    .container {
      display: grid;
      grid-template-columns: 200px 200px;
      grid-template-rows: 150px 150px 150px;
      grid-template-areas:
        ""vazio1 n1""
        ""soma n2""
        ""vazio2 n3"";
    }

    .container p {
      font-size: larger;
      font-weight: bolder;
    }

    .soma {
      grid-area: soma;
    }

    .n1 {
      grid-area: n1;
    }

    .n2 {
      grid-area: n2;
    }

    .n3 {
      grid-area: n3;
    }
  </style>
  <body>
    <div
      style=""width: 600px; border: solid 1px""
      exp=""div contendo a largura da folha, que nesse caso é 600px""
    >
      <div class=""questao"" style=""width: 600px"">
        <p
          exp=""Descrição da questão, contendo a explicação do que o aluno terá que fazer para responder corretamenta a questão""
        >
          Observe a soma abaixo e ligue com o numeral que representa o resultado
          correto da soma.
        </p>

        <div
          style=""display: flex; justify-content: center""
          exp=""div utilizada para centralizar a imagem na questão""
        >
          <div class=""container"">
            <div class=""soma"">
              <p
                exp=""Equação que o aluno terá que resolver e procurar o resultado nas opções n1 n2 e n3""
              >
                23 + 9
              </p>
            </div>

            <div class=""n1"">
              <p
                exp=""Primeira opção de resposta que o aluno deverá procurar, o resultado está errado""
              >
                31
              </p>
            </div>

            <div class=""n2"">
              <p
                exp=""Segunda opção de resposta que o aluno deverá procurar, o resultado está correto""
              >
                32
              </p>
            </div>

            <div class=""n3"">
              <p
                exp=""Terceira opção de resposta que o aluno deverá procurar, o resultado está errado""
              >
                33
              </p>
            </div>
          </div>
        </div>
      </div>
    </div>
  </body>
</html>
</s>"
handmade_html_dataset/matemática/adição/example10.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2 ano fundamental
assunto: adição
tematica: frutas  
largura-folha: 700px
layout: única imagem
[/INST]

Nessa questão será praticado o principio da adição.
A questão consiste de uma imagem contendo uma banca de frutas,
nessa banca tem 3 abacaxis, 4 mamões, 9 pêras, 7 cajus e 5 melões.
Também estão presentes as seguintes perguntas sobre a imagem:
qual a soma de abacaxis + cajus, sendo 4 + 7 = 10. Qual a soma
de melões + mamões, sendo 4 + 5 = 9. Qual a soma de pêras com abacaxis,
sendo 9 + 3 = 12. O aluno deverá escrever as somas das questões.

<html>
  <head></head>
  <body>
    <div
      style=""width: 700px; border: solid 1px""
      exp=""div contendo a largura da folha, que nesse caso é 600px""
    >
      <div class=""questao"" style=""width: 700px"">
        <p
          exp=""Descrição da questão, contendo a explicação do que o aluno terá que fazer para responder corretamenta a questão""
        >
          Observe a imagem abaixo de uma banca de frutas e responda as questões:
        </p>


        <div
          style=""display: flex; justify-content: center""
          exp=""div utilizada para centralizar a imagem na questão""
        >
          <img
            src=""""
            alt=""Imagem no estilo de desenho de pintar de uma banca de frutas, contendo em cada compartimento: 3 abacaxis, 4 mamões, 9 pêras, 7 cajus e 5 melões""
            style=""width: 600px; height: 300px""
            exp=""Imagem que o aluno terá que interpretar e efetuar as somas pedidas nas questões.""
          />
        </div>

        <p>Qual a soma de abacaxis e cajus?</p>
        <p>Qual a soma de melões e mamões?</p>
        <p>Qual a soma de pêras e abacaxis?</p>
      </div>
    </div>
  </body>
</html>
</s>"
handmade_html_dataset/matemática/adição/example29.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2º ano fundamental
assunto: adição, contagem
tematica: frutas
largura-folha: 850px
layout: duas imagens, linhas e colunas
[/INST]


Essa questão pratica os conceitos de contagem e adição.
A questão consiste de duas imagens, uma contendo um cacho de bananas 
contendo 6 bananas e outra contendo 4 maçãs, o dever do aluno e efetuar
a soma da quantidade de bananas com maçãs, sendo 6 + 4 = 10.

<html>
  <head></head>

  <style>
    .container {
      display: grid;
      grid-template-columns: 150px 150px 150px 150px 150px;
      grid-template-rows: 150px;
      grid-template-areas:
        ""img1 mais img2 igual result""
    }

    .img1 {
      grid-area: img1;
    }

    .img2 {
      grid-area: img2;
    }

    .igual {
      grid-area: igual;
      font-size: 50px;
      display: flex;
      justify-content: center;
    }

    .mais {
      grid-area: mais;
      font-size: 50px;
      display: flex;
      justify-content: center;
    }

    .result {
      grid-area: result;
      border: solid 1px;
    }
  </style>
  <body>
    <div
      style=""width: 850px; border: solid 1px""
      exp=""div contendo a largura da folha, que nesse caso é 600px""
    >
      <div class=""questao"" style=""width: 600px"">
        <p
          exp=""Descrição da questão, contendo a explicação do que o aluno terá que fazer para responder corretamenta a questão""
        >
          Conte a quantidade de bananas, e também a quantidade de maçãs na imagem abaixo, efetue a soma e escreva o resultado.
        </p>


        <div class=""container"">
          <div class=""img1"">
            <img
              alt=""imagem no estilo de desenho de pintar em infantil com um cacho de bananas contendo 6 bananas.""
              exp=""imagem que o aluno terá que observar e contar quantas bananas estão presentes""
            />
          </div>

          <div class=""mais"" exp=""sinal de mais que representa a soma da quantidades""><p>+</p></div>

          <div class=""img2"">
            <img 
              alt=""imagem no estilo de desenho de pintar intanfil contendo 4 maçãs em uma cesta""
              exp=""imagem que oaluno terá que observar e contar quantas maçãs estão presentes no cesto.""
            />
          </div>

          <div class=""igual"" exp=""sinal de igual que representa o resultado da soma""><p>=</p></div>

          <div class=""result"" exp=""caixa que servirá para o aluno escrever o resultado da soma""></div>
        </div>
      </div>
    </div>
  </body>
</html>
</s>"
handmade_html_dataset/matemática/adição/example21.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2º ano fundamental
assunto: contagem, adição
tematica: doces
largura-folha: 800px
layout: única imagem
[/INST]

Nessa questão serão praticados os princípios da contagem e adição.
A questão consiste de uma imagem na qual tem uma criança com uma bandeja
contendo 8 brigadeiros e está recebendo de presente mais 9 brigadeiros de
presente. O aluno terá que contar quantos brigadeiros a criança já tem, 
e quantos ela está recebendo e efeturar a adição, sendo 8 + 9 = 17.

<html>
  <head></head>
  <body>
    <div
      style=""width: 800px; border: solid 1px""
      exp=""div contendo a largura da folha, que nesse caso é 800px""
    >
      <div class=""questao"" style=""width: 800px"">
        <p
          exp=""Descrição da questão, contendo a explicação do que o aluno terá que fazer para responder corretamenta a questão""
        >
          José tem a quantidade de brigadeiros da imagem, e está ganhando mais. Conte na imagem
          quantos brigadeiros José tem, e quantos ele ganhou e escreva quantos ele ficou ao todo.
        </p>
      </div>


      <div
          style=""display: flex; justify-content: center""
          exp=""div utilizada para centralizar a imagem na questão""
        >
          <img
            src=""""
            alt=""Imagem no estilo de pintar infantil de criança com uma bandeja contendo 8 brigadeiros, e também uma pessoa adulta entregando outra bandeja com 9 brigadeiros para a criança""
            style=""width: 600px; height: 300px""
            exp=""Imagem na qual o aluno terá que contar quantos brigadeiros a criança já tem e somar com os brigadeiros que ele está recebendo, sendo como resposta 8 + 9 = 17""
          />
      </div>
    </div>
  </body>
</html>
</s>"
handmade_html_dataset/matemática/adição/example11.html,"<s>
[INST]
Gere uma questão em HTML com os seguintes parâmetros:
nivel: 2 ano fundamental 
assunto: adição, contagem 
tematica: piratas
largura-folha: 600px 
layout: várias imagens, ligar imagens
[/INST]

Nessa questão serão trabalhados os princípios da adição e
contagem. Essa questão consiste de uma imagem de um pirata, que já tem 15 moedas
de ouro, e mais três imagens de moedas, em cada uma contendo 10, 7 e 11 moedas,
respectivamente. O aluno terá que ligar o pirata com a imagem que tem a maior
quantidade de moedas, e também escrever a soma das moedas que ele já tem, com a
quantidade da imagem que tem mais moedas, sendo 15 + 11 = 26 moedas de ouro.

<html>
  <head></head>
  <style>
    .container {
      display: grid;
      grid-template-columns: 300px 300px;
      grid-template-rows: 200px 200px 200px;
      grid-template-areas:
        ""vazio1 moedas1""
        ""pirata moedas2""
        ""vazio2 moedas3"";
    }

    .pirata {
      grid-area: pirata;
      width: 250px;
      height: 300px;
      border: 1px solid;
    }

    .moedas {
      margin-left: 100px;
    }

    .moedas1 {
      grid-area: moedas1;
      width: 120px;
      height: 120px;
      border: 1px solid;
    }

    .moedas2 {
      grid-area: moedas2;
      width: 120px;
      height: 120px;
      border: 1px solid;
    }

    .moedas3 {
      grid-area: moedas3;
      width: 120px;
      height: 120px;
      border: 1px solid;
    }
  </style>
  <body>
    <div
      style=""width: 600px; border: solid 1px""
      exp=""div contendo a largura da folha, que nesse caso é 600px""
    >
      <div class=""questao"" style=""width: 600px"">
        <p
          exp=""Descrição da questão, contendo a explicação do que o aluno terá que fazer para responder corretamenta a questão""
        >
          Observe as imagens abaixo. O pirata tem 15 moedas de ouro e está a
          procura de mais moedas, ligue o pirata com a imagem que tem mais
          moedas de ouro. A seguir escreva a soma das moedas de ouro que o
          pirata já tinha, com as novas moedas que ele conseguiu.
        </p>

        <div class=""container"">
          <div class=""vazio1""></div>

          <div class=""pirata"" exp=""div que será utilizada para ajustar a imagem do pirata para ficar no centro a esquerda"">
            <img
              src=""""
              alt=""Imagem, no estilo de desenho de pintar, de um pirata com 15 moedas de ouro na mão.""
              exp=""Imagem na qual o aluno terá que ligar com a imagem com mais moedas de ouro e efeturar a soma""
            />
          </div>

          <div class=""moedas1 moedas"" exp=""div que será usada para ajustar a imagem1 das moedas no canto superor direito"">
            <img
              src=""""
              alt=""imagem no estilo de desenho de pintar contendo 10 moedas de ouro""
              exp=""imagem na qual o aluno terá que contar a quantidade de moedas e tentar identificar se tem a maior quantidade de moedas. Essa imagem tem 10 moedas, a que tem a maior quantidade é a terceira, que tem 11""
            />
          </div>

          <div class=""moedas2 moedas"" exp=""div que será utilizada para a imagem2 das moedas ficar ajustada no centro a direita"">
            <img
              src=""""
              alt=""imagem no estilo de desenho de pintar contendo 7 moedas de ouro""
              exp=""imagem na qual o aluno terá que contar a quantidade de moedas e tentar identificar se nessa imagem tem a maior quantidade de moedas. Essa imagem tem 7 moedas, a imagem com a maior quantidade de moedas é a terceira, com 11.""
            />
          </div>

          <div class=""moedas3 moedas"" exp=""div quer será utilizada para a imagem3 ficar ajustada no canto inferior direito da imagem"">
            <img
              src=""""
              alt=""imagem no estilo de desenho de pintar contendo 11 moedas de ouro""
              exp=""imagem na qual o aluno terá que contar a quantidade de moedas e identificar que nessa imagem tem a maior quantidade de moedas, sendo 11 e ligar com a imagem do pirata""
            />
          </div>
        </div>
      </div>
    </div>
  </body>
</html>
</s>"
